Date,Portfolio,Volatility,Regime
2023-05-09,0.0057228831384157,0.00704397664790155,0
2023-05-10,0.0006982773984571,0.007025450654743111,0
2023-05-11,-0.0045346475254928,0.007101243455795882,0
2023-05-12,-0.0031455593606337,0.007060845174111452,0
2023-05-15,0.0022180196068116,0.007072885430283682,0
2023-05-16,-0.0028535256557033,0.006826332617617971,0
2023-05-17,-0.0116164255170045,0.007001515120600489,0
2023-05-18,-0.0018772791764474,0.006361301579167728,0
2023-05-19,0.0096040481690521,0.006584954410832166,0
2023-05-22,0.0159048204826997,0.00687975670074512,0
2023-05-23,0.0016414479697631,0.006829810501653558,0
2023-05-24,-0.0016639123343407,0.006768112083132564,0
2023-05-25,0.0004281092907585,0.006772585824171196,0
2023-05-26,0.0160222902298402,0.007460901467693445,0
2023-05-29,0.0002472988305024,0.007470259516988605,0
2023-05-30,0.0018939430863133,0.007419072671797545,0
2023-05-31,-0.0107017252355433,0.007620097315828663,0
2023-06-01,0.0029018753034729,0.007259718252688174,0
2023-06-02,-0.0037025427382772,0.007128524469168035,0
2023-06-05,0.0027210201897733,0.0070567255365144585,0
2023-06-06,-0.0119698044992838,0.007452413413749546,0
2023-06-07,0.0095138284271125,0.007632104337054158,0
2023-06-08,-0.0053039287481092,0.0077382618297869585,0
2023-06-09,-0.0095350335029136,0.007967134425532669,0
2023-06-12,0.0110467948167945,0.008279696792836915,1
2023-06-13,0.007924352306029,0.008424027209909382,1
2023-06-14,0.0037176400999484,0.008396423858169248,1
2023-06-15,-0.0045050350169951,0.00798287151972103,0
2023-06-16,0.0002108622329926,0.007949888397161655,0
2023-06-19,0.001022699170255,0.007742937848784381,0
2023-06-20,0.0049099790458431,0.00704831776856825,0
2023-06-21,0.0030526488190913,0.007063442918419728,0
2023-06-22,-0.0103255789536,0.007460430030365153,0
2023-06-23,-0.009312324498265,0.007759046180421818,0
2023-06-26,-0.0039023961011551,0.00686783238582777,0
2023-06-27,0.0032340125903074,0.006924707406243856,0
2023-06-28,0.0100002611983249,0.007299071653992417,0
2023-07-03,0.0050823372417158,0.006994645512382841,0
2023-07-04,0.0031503705285848,0.006999435099422888,0
2023-07-05,0.0011037738615187,0.006939139997330399,0
2023-07-06,0.0064518772478487,0.007044102104530771,0
2023-07-07,-0.0034116707648037,0.006498364218943706,0
2023-07-10,0.0068403040763873,0.006350803377882391,0
2023-07-11,0.0085372607198051,0.006379679877682177,0
2023-07-12,-0.0046872063962429,0.006031771993357569,0
2023-07-13,0.0132160526257448,0.006211927226732471,0
2023-07-14,0.0319514527146143,0.00895977662010759,1
2023-07-17,0.003932971592565,0.00896057119097304,1
2023-07-18,0.0155621551053551,0.009168842366265974,1
2023-07-19,-8.19343469720497e-05,0.009175311991111927,1
2023-07-20,-0.0059385917223532,0.009415076935617427,1
2023-07-21,-0.0465749949224775,0.014458437596076847,2
2023-07-24,-0.0028729727672086,0.014480894294919644,2
2023-07-25,-0.0002810855430729,0.014250579526315754,2
2023-07-26,0.0079124645770342,0.014090503476708422,2
2023-07-27,-0.0011921443947035,0.014042760981181372,2
2023-07-28,-0.0038388128596846,0.014108262765628078,2
2023-07-31,0.0131631423839396,0.014212907321258064,2
2023-08-01,0.0006032029073493,0.014202463920971945,2
2023-08-02,-0.0067007513384529,0.014327261213092057,2
2023-08-03,-0.0035138320055325,0.014370698527170607,2
2023-08-04,0.0122376949795276,0.01452731505938897,2
2023-08-07,0.0093627050468039,0.014571708012451038,2
2023-08-08,-0.0039643838795693,0.014592944129830539,2
2023-08-09,0.0024282062683735,0.01451162325771097,2
2023-08-10,-0.0017459158732851,0.01446340941432189,2
2023-08-11,-0.0020843647300942,0.014232695681369742,2
2023-08-14,0.0093132762606928,0.012514838622232759,2
2023-08-17,-0.0086250338761602,0.012606992709222688,2
2023-08-18,-0.0095635544723331,0.012160729010538827,2
2023-08-21,0.0037674686863367,0.012219922649667127,2
2023-08-22,-0.0023816238624891,0.012184503458580962,2
2023-08-23,0.0029546437866851,0.006537989727224757,0
2023-08-24,-0.0029284825949204,0.006539523184879259,0
2023-08-25,-0.0029931660676967,0.0065866968695957135,0
2023-08-28,-0.0049334649390212,0.006467242005329937,0
2023-08-29,-0.0026616030459701,0.006488357216852288,0
2023-08-30,0.0052592742539934,0.006529858494670328,0
2023-08-31,-0.0048106059882172,0.005912877118181684,0
2023-09-01,0.0049573957533843,0.006029530646391786,0
2023-09-04,0.008513043622987,0.006137000714544678,0
2023-09-05,0.0059814878729561,0.006183152011635416,0
2023-09-06,0.0004279749176263,0.005606899946407091,0
2023-09-07,0.0003784389415534,0.005209383535349394,0
2023-09-08,0.0017054551911132,0.005147226698054176,0
2023-09-11,0.0089009983478651,0.005474446732161363,0
2023-09-12,0.0103406838725812,0.00585431286344933,0
2023-09-13,-0.0001487567591058,0.005818040801198115,0
2023-09-14,0.0014904826600785,0.0055092471043970415,0
2023-09-15,0.0052282213399971,0.00514887128195596,0
2023-09-18,-0.0065412893520699,0.004861187278762445,0
2023-09-21,-0.0017735549925425,0.004885011389171798,0
2023-09-22,-0.0009254437412892,0.004840508129884159,0
2023-09-25,-0.0094050418947924,0.005359647790001844,0
2023-09-26,-0.0019639549198285,0.005330468274499409,0
2023-09-27,0.0055404606752814,0.005351213899137542,0
2023-09-28,-0.0160369562919857,0.006429281235845099,0
2023-09-29,-0.0001377321645261,0.006386977821263646,0
2023-10-04,0.0040978922805217,0.006351442454898912,0
2023-10-05,0.0092626889245559,0.006476256226999675,0
2023-10-06,0.0070115984022108,0.00654742535376601,0
2023-10-09,-0.0020124936469034,0.006386323751007994,0
2023-10-10,0.0050569099038827,0.006353512004983425,0
2023-10-11,0.0033798205606007,0.006373402665584134,0
2023-10-12,-0.0120469734756967,0.006992095054282424,0
2023-10-13,-0.0051643183094152,0.007094061288597988,0
2023-10-16,-0.0044148717118684,0.006868773669240197,0
2023-10-17,0.0019138032919998,0.006440492356381621,0
2023-10-18,-0.0067437505642331,0.006564814781051656,0
2023-10-19,-0.006322672720291,0.00662867882337366,0
2023-10-20,0.0012452564600852,0.006481168581867465,0
2023-10-23,-0.0175996559028912,0.007291615526999863,0
2023-10-26,-0.0124675182459061,0.00762329644069875,0
2023-10-27,0.0124268212841306,0.008308996713872596,1
2023-10-30,0.0088189030114261,0.008459667944577769,1
2023-10-31,-0.006606721748319,0.008539669677572177,1
2023-11-01,-0.0058570840619115,0.008433592713833586,1
2023-11-02,0.0101939978158968,0.00819113709712836,1
2023-11-03,0.0036135174266005,0.0082461114066098,1
2023-11-06,0.0091126331106675,0.00845828193461001,1
2023-11-07,-0.0028951090397514,0.00817942340111423,1
2023-11-08,-0.000323432848734,0.007977833253554742,0
2023-11-09,-0.0108609826274154,0.008248043460836338,1
2023-11-10,-0.0022091987935201,0.008101862417292561,1
2023-11-13,0.0009113070086082,0.008036966819512392,0
2023-11-16,0.0178906762573662,0.008812535236403579,1
2023-11-17,-0.001984442684412,0.008759700429871032,1
2023-11-20,0.0005345837971166,0.008717816345548845,1
2023-11-21,0.0038591423657463,0.00875326280236236,1
2023-11-22,0.007552510041078,0.008778920002757797,1
2023-11-23,-0.0030039483983393,0.008680601558924684,1
2023-11-24,-0.0078081608436478,0.008869104070461207,1
2023-11-29,0.0089699254371589,0.008068365793605712,1
2023-11-30,-0.0067252185767696,0.007661122082026528,0
2023-12-01,0.0040082520032315,0.007282416859809251,0
2023-12-04,0.0064474427354054,0.007177540613057597,0
2023-12-05,0.0018671645951419,0.006952443978993361,0
2023-12-06,0.0147013012300636,0.00729122569317235,0
2023-12-07,-0.0014489508969898,0.007122780432865128,0
2023-12-08,0.0066534126753601,0.007187594435595683,0
2023-12-11,0.0013851770956206,0.007009159208160975,0
2023-12-12,-0.0049005949505895,0.007089342193638715,0
2023-12-13,-0.0118776882119436,0.007677483624843604,0
2023-12-14,0.0230380655767867,0.008542790783569353,1
2023-12-15,0.038948759195354,0.011541755193250052,2
2023-12-18,0.000270025300377,0.011553165415767355,2
2023-12-19,-9.771150629237856e-05,0.011186097248152527,2
2023-12-20,-0.0118751771093338,0.01164200001873518,2
2023-12-21,0.0052395094992429,0.011630233013722511,2
2023-12-22,0.0093752368524124,0.011698914740905383,2
2023-12-27,0.0075102713006506,0.011698248837086297,2
2023-12-28,0.0004747556620378,0.011620837343920604,2
2023-12-29,-0.0074185567253511,0.011601325307100315,2
2024-01-01,0.0040643893531872,0.011546055288657304,2
2024-01-02,-0.0033218816215128,0.01141417796680137,2
2024-01-03,-0.0213277224121667,0.012677315770831966,2
2024-01-04,0.0045480617197413,0.012656360290820703,2
2024-01-05,0.012256050795383,0.012825827159424682,2
2024-01-08,-0.0100368853306087,0.01284808649352915,2
2024-01-09,0.001591579027805,0.01282469227262558,2
2024-01-10,0.0090329432496112,0.012877163326006838,2
2024-01-11,0.0051504721869038,0.012890984430322862,2
2024-01-12,0.0422396800706709,0.01541190561334001,2
2024-01-15,0.015626286814905,0.015102114594631141,2
2024-01-16,-0.0124376094917013,0.015081101257591902,2
2024-01-17,0.0006141264224873,0.012825917622580054,2
2024-01-18,0.0035930695409648,0.012818156896016977,2
2024-01-19,0.0090479642638422,0.01287680768780866,2
2024-01-24,0.0091668028376764,0.012470006277825603,2
2024-01-25,-0.0017045950818239,0.012528736371014482,2
2024-01-30,-0.0103813663002751,0.012820925333939442,2
2024-01-31,0.0077574202890594,0.012825601418994666,2
2024-02-01,0.0025700829807621,0.012814856523365987,2
2024-02-02,0.0242562748025476,0.013392285871763294,2
2024-02-05,-0.0048926688632838,0.013545121145605972,2
2024-02-06,0.0193964439555652,0.0138377742678595,2
2024-02-07,-0.0077698529913665,0.012824722218181652,2
2024-02-08,0.005657315235324,0.012822040138613957,2
2024-02-09,-0.0020715784791977,0.012839674660116847,2
2024-02-12,-0.0008185276869151,0.012449119197388232,2
2024-02-13,0.0061388462035322,0.012417135904591486,2
2024-02-14,-0.0038965534705493,0.012564455173543668,2
2024-02-15,-0.0001420030376599,0.012616506038166603,2
2024-02-16,0.0047975306177215,0.009271289687261593,1
2024-02-19,0.0007135166896096,0.008821825265782023,1
2024-02-20,-0.0094580002803723,0.008592890403236403,1
2024-02-21,-0.0098656440180937,0.009002644770135142,1
2024-02-22,0.016369140795243,0.00953152368491283,1
2024-02-23,-0.0010752092115382,0.009445397552192149,1
2024-02-26,-0.0089251475627152,0.009595451334832599,1
2024-02-27,0.0089275956935115,0.009710499519362136,1
2024-02-28,-0.0040221609087325,0.009406839322491227,1
2024-02-29,-0.0002165691351186,0.009326737421304524,1
2024-03-01,0.0032634861724193,0.009331202928064462,1
2024-03-04,-0.0012242518672695,0.007784254713298849,0
2024-03-05,-0.0134462880509555,0.008288970659847157,1
2024-03-06,0.0072518178300736,0.007232501144155377,0
2024-03-07,-0.0019327018432057,0.0070476189681088165,0
2024-03-12,0.0102298868539187,0.007303285583693299,0
2024-03-13,-0.0135304590950745,0.007873819116730083,0
2024-03-14,0.0132125006604473,0.008423123954571123,1
2024-03-15,-0.006053705208597,0.008409945020147677,1
2024-03-18,-0.0066742835083077,0.008488674702690525,1
2024-03-19,-0.0259269698827601,0.010130892436619255,1
2024-03-20,0.0024026991390537,0.01006630673015769,1
2024-03-21,0.0017866124312603,0.010082967526360832,1
2024-03-22,-0.0141059980689074,0.010306789574438346,1
2024-03-27,0.0067447255344493,0.010316304412944215,1
2024-03-28,0.004699094522334,0.009607867465446679,1
2024-04-02,-0.0051245156057413,0.009632378196071831,1
2024-04-03,0.0015145133968541,0.009527642174499865,1
2024-04-04,0.0041259453864938,0.0093193518846686,1
2024-04-05,-0.0043502080938901,0.009323601747866074,1
2024-04-08,0.004805003460148,0.009429464618539362,1
2024-04-09,-0.0030925638636651,0.009369400820539792,1
2024-04-10,0.009509494830935,0.009692030781335027,1
2024-04-15,-0.0092698717206221,0.00947134058551814,1
2024-04-16,-0.0177667689619369,0.009926555729671648,1
2024-04-19,-0.0036485363586178,0.009930237438088714,1
2024-04-22,0.0106285534601832,0.009955948503982699,1
2024-04-23,-0.001506945681669,0.009623195789154647,1
2024-04-24,-0.0085373852318819,0.009080212914458258,1
2024-04-25,0.0058866605946563,0.009241946695380344,1
2024-04-26,-0.0062647794946026,0.009232640841331076,1
2024-04-29,0.0081726263200263,0.007740407703425223,0
2024-04-30,-0.0071173197055129,0.007831679172622836,0
